28.5	4.2
29.5	4.7
30.5	5.4
31.5	6.1
32.5	7
33.5	7.9
34.5	9.1
35.5	10.1
36.5	11.4
37.5	12.6
38.5	13.9
39.5	15.1
40.5	16.2
41.5	17.1
42.5	17.7
43.5	18.1
44.5	18.3
45.5	18.2
46.5	17.9
47.5	17.3
48.5	16.5
49.5	15.6
50.5	14.4
51.5	13.2
52.5	11.9
53.5	10.7
54.5	9.5
55.5	8.4
56.5	7.4
57.5	6.5
58.5	5.7
59.5	5
60.5	4.4
61.5	3.9
62.5	3.4
63.5	3
64.5	2.7
65.5	2.4
66.5	2.1
67.5	1.9
68.5	1.7
69.5	1.5
70.5	1.3
71.5	1.2
72.5	1.1
73.5	1
