1	41.4
1	41.4
1	41.4
1	41.4
1	41.4
1	41.4
1	41.4
1	41.4
1	41.3
1	41.4
1	41.4
1	41.4
1	41.4
1	41.4
1	41.4
1	41.4
1	41.4
2	41.4
2	41.4
3	41.3
3	41.2
3	41.1
3	41.1
3	41.1
4	41.1
4	41.1
4	41
4	41
5	40.9
5	40.7
6	40.6
7	40.4
8	40.2
9	40
10	39.8
10	39.7
11	39.5
12	39.5
13	39.3
14	38.8
15	38.5
16	38.2
16	37.9
17	37.7
18	37.5
19	37.3
20	37.1
21	36.9
22	36.6
23	36.5
24	36.3
24	36.1
25	36
25	35.9
25	35.9
25	35.9
26	35.9
26	35.9
26	35.9
26	35.9
26	35.9
26	35.9
26	35.9
26	35.9
26	35.9
26	35.9
26	35.7
27	35.6
28	35.5
28	35.4
29	35.2
30	35
31	34.9
32	34.8
32	34.8
33	34.7
33	34.8
34	34.8
34	34.7
35	34.6
36	34.5
37	34.4
38	34.3
39	34.1
39	33.9
40	33.8
41	33.6
42	33.4
42	33.3
43	33.1
43	32.9
44	32.8
45	32.6
46	32.4
47	32.2
48	32
49	31.9
49	31.9
49	31.9
49	31.9
49	31.9
49	32
49	32
49	32
49	32
49	32
49	32
49	32
49	32
49	32
49	32
49	32
49	32
49	32
49	32
49	32
49	32
49	32
49	32
49	32
49	32
50	31.7
50	31.7
50	31.7
50	31.7
50	31.7
51	31.6
52	31.4
54	31.3
55	31
56	30.8
57	30.7
59	30.6
60	30.5
61	30.4
62	30.2
63	30.2
64	30
65	29.8
66	29.6
67	29.5
68	29.4
69	29.3
71	29.1
71	29.1
72	29.1
72	29.1
72	29.1
72	29
72	29
72	28.9
72	29
72	29
72	29
72	29
72	29
72	29
72	29
73	28.9
75	28.9
76	28.8
78	28.9
80	28.8
82	28.7
83	28.5
86	28.5
87	28.5
89	28.5
91	28.6
93	28.7
94	28.8
96	29.1
97	29.4
99	29.8
100	30.3
102	30.7
104	31.1
106	31.4
106	31.4
106	31.5
106	31.5
106	31.4
106	31.5
106	31.4
106	31.4
106	31.4
106	31.4
107	31.8
110	32.1
113	32.4
117	33.1
120	33.6
124	34.4
126	34.9
128	35.6
130	36.4
132	37.4
135	38.2
138	38.8
138	39
138	39
138	39.1
138	39.1
138	39.2
138	39.1
138	39.1
138	39.1
138	39
138	39
138	38.9
140	39.5
143	40.1
147	40.7
150	41.2
153	41.6
156	41.7
159	41.7
162	41.5
164	41.5
167	41.6
168	41.7
169	41.7
170	41.7
170	41.8
170	41.7
170	41.7
170	41.7
170	41.7
170	41.7
170	41.7
170	41.7
170	41.7
173	41.6
177	41.2
180	41
184	40.7
188	39.8
193	39.1
198	37.9
202	36.9
206	36.2
207	35.7
209	35.2
209	35.2
209	35.1
209	35.1
209	35
209	35.1
209	35.1
209	35.1
209	35.1
209	35
209	35
211	34.6
213	34
216	33.3
219	32.7
223	32.5
227	32.4
232	32
236	31.3
239	30.9
241	30.7
242	30.6
242	30.6
242	30.6
242	30.5
242	30.5
242	30.5
242	30.5
242	30.6
242	30.5
242	30.6
242	30.6
242	30.7
244	30.5
247	30.3
250	30.2
255	29.8
260	29.6
265	29.7
270	30.1
274	30.6
277	30.8
278	30.9
278	30.9
278	30.9
278	30.9
278	30.9
278	30.9
278	30.9
278	30.9
278	30.9
278	30.9
279	31.1
283	31.6
287	32.3
291	33.6
297	35.3
302	36.7
307	38
312	39.2
316	40
319	40.8
320	41
320	41.1
320	41.2
320	41.3
320	41.3
320	41.3
320	41.3
320	41.3
320	41.4
320	41.1
322	41.7
325	42.5
330	43.4
335	44
340	44.3
345	43.7
350	43.2
354	42.5
358	41.7
362	41.2
364	40.8
366	40.4
367	40.3
367	40.3
367	40
367	40.1
367	40
367	40
367	40
367	39.9
367	40.3
367	40.3
368	40.2
371	39.3
374	38.1
379	36.6
386	35
393	33.8
399	32.9
405	32.2
410	31.5
413	31.2
413	31.1
413	31.1
413	31.1
413	31.1
413	31.1
413	31.1
413	31.1
413	31.1
413	31.1
413	31.1
414	31.1
416	30.7
419	30.4
422	29.9
427	29.3
431	29
436	28.8
441	28.6
444	28.4
445	28.4
445	28.4
445	28.3
445	28.5
445	28.5
445	28.5
445	28.5
445	28.5
445	28.5
445	28.5
446	28.5
449	28.5
453	28.9
458	30
464	31.3
469	32.1
474	32.8
478	33.2
480	33.8
481	34
481	34
481	34.1
481	34.1
481	34.1
481	34.1
481	34.1
481	34.1
481	34
481	34.1
483	34.5
486	35.3
489	36.7
492	37.9
496	38.9
500	39.6
503	40.4
507	40.9
510	41.3
514	41.7
516	41.7
516	41.7
516	41.6
516	41.6
516	41.6
516	41.6
516	41.6
516	41.6
516	41.6
516	41.7
518	41.6
522	41.5
525	41.6
530	41.6
535	41.2
541	40.8
546	39.9
552	38.9
557	37.9
560	37.1
561	36.9
561	36.9
561	37.1
561	37.1
561	37.1
561	37.1
561	37.1
561	37.1
561	37.1
561	37.1
561	37.1
561	36.9
563	36.5
566	35.7
571	34.3
575	33.1
581	32.7
586	32.4
589	32.1
592	31.7
594	31.4
594	31.4
595	31.3
595	31.3
595	31.3
595	31.3
595	31.2
595	31.3
595	31.2
595	31.2
595	31.3
595	31.3
596	31.2
598	30.8
601	30.6
605	30.3
609	30.2
614	29.8
618	29.6
622	29.6
625	29.7
628	30.1
629	30.2
630	30.2
630	30.2
630	30.2
630	30.2
630	30.2
630	30.2
630	30.1
630	30.2
630	30.2
633	30.5
636	30.8
641	31.5
647	32.6
653	34.4
658	35.7
661	36.7
664	37.5
666	38.1
667	38.5
668	38.8
668	38.7
668	38.7
668	38.7
668	38.7
668	38.7
668	38.7
668	38.8
671	39.6
675	40.2
680	41.3
686	42.7
691	43.5
695	44.2
699	44.3
701	44.1
703	43.8
703	43.8
703	43.5
703	43.2
703	43.2
703	43.2
703	43.1
703	43
703	43.1
703	43.2
703	43.2
703	43.1
703	43.2
703	43.1
703	43.2
703	43.2
703	43.2
704	43.7
708	43.3
712	42.9
715	42.3
719	41.3
724	40.6
728	40
730	39.3
733	38.2
735	37.7
735	37.7
735	37.7
735	37.7
735	37.5
735	37.5
735	37.5
735	37.5
735	37.5
735	37.5
735	37.6
735	37.5
737	36.9
741	35.9
744	35.3
748	34.8
752	34.1
756	33.5
759	33
761	32.5
764	32.2
764	32.2
764	32.2
764	32.2
764	32.2
764	32.2
764	32.2
764	32.2
764	32.3
764	32.2
764	32.2
764	32.1
767	31.7
771	31.2
774	30.9
778	30.6
781	30.1
784	29.5
788	29.2
791	29
793	28.9
796	28.8
799	28.7
801	28.5
801	28.5
801	28.5
801	28.5
801	28.5
801	28.5
801	28.5
801	28.5
801	28.5
802	28.5
805	28.4
808	28.5
812	28.9
816	29.8
819	30.6
823	31.5
826	31.8
830	32.3
833	32.9
837	33.4
840	34.3
841	34.4
841	34.5
841	34.5
841	34.5
841	34.5
841	34.5
841	34.5
841	34.6
841	34.6
841	34.6
841	34.6
841	34.6
841	34.6
841	34.6
841	34.6
841	34.6
841	34.6
841	34.6
841	34.7
841	34.6
841	34.6
841	34.6
841	34.6
841	34.6
841	34.6
841	34.6
841	34.6
841	34.6
841	34.6
841	34.6
841	34.6
841	34.6
841	34.6
841	34.6
841	34.6
841	34.6
841	34.6
841	34.5
841	34.6
841	34.6
841	34.4
841	33.9
841	32.9
841	32.1
841	30.9
841	30
841	29.5
841	29.2
841	29.1
841	29.1
841	29
841	28.6
841	28.9
841	28.9
841	29
841	29
841	28.9
841	29
841	29
841	29
841	29
841	29
841	29
841	29
841	29
841	29
841	29
841	29
841	29
841	29
841	29
841	29
841	29
841	29
841	29
841	29
841	29
841	29
841	29
841	29
841	28.9
841	29
841	29
841	29
841	28.9
841	29
841	28.9
841	28.9
841	29
842	29.3
843	29.8
845	30.5
846	31.1
848	32
850	33.1
851	34
853	34.7
855	35.6
856	36.6
859	37.5
861	38.5
864	39.6
867	41
870	42.3
873	43.3
876	43.8
877	44.1
877	44.2
877	44.3
877	44.2
877	44.2
877	44.3
877	44.3
877	44.3
877	44.3
877	44.3
877	44.3
878	44.4
879	44.8
881	45.1
884	45.7
888	46.3
891	46.7
894	47.2
897	47.2
900	47.4
903	47.3
906	46.7
909	46.4
912	45.8
915	44.9
917	44.4
919	43.8
922	43.1
924	42.1
925	41.5
926	40.8
927	40.7
927	40.7
927	40.7
927	40.8
927	40.8
927	40.8
927	40.7
927	40.8
927	40.7
927	40.7
929	40.1
932	38.8
935	37.7
939	36.6
943	35.3
948	33.8
952	32.3
955	31.2
959	29.7
962	28.8
963	28.6
963	28.6
963	28.7
963	28.7
963	28.7
963	28.7
963	28.6
963	28.7
964	28.5
967	27.7
970	26.8
974	25.8
978	25
981	24.4
986	23.8
989	23.7
993	23.8
997	23.9
1000	24.3
1003	24.8
1005	25.5
1007	26.1
1010	26.9
1011	27.8
1014	28.8
1017	29.9
1019	30.9
1020	31.4
1020	31.5
1020	31.5
1021	31.2
1021	31.2
1021	31.3
1021	31.3
1021	31.3
1021	31.3
1021	31.3
1021	31.3
1021	31.3
