59.5	11.1
58.5	11.7
57.5	12.1
56.5	12.3
55.5	12.3
54.5	12.2
53.5	12
52.5	11.7
51.5	11.5
50.5	11.3
49.5	11.3
48.5	11.3
47.5	11.5
46.5	11.7
45.5	11.9
44.5	12.1
43.5	12.3
42.5	12.3
41.5	12.2
40.5	11.8
39.5	11.2
38.5	10.5
37.5	9.7
60.5	10.4
61.5	9.6
62.5	8.6
63.5	7.8
64.5	7
65.5	6.1
66.5	5.4
67.5	4.7
68.5	4.1
69.5	3.6
70.5	3.2
71.5	2.8
72.5	2.5
73.5	2.2
74.5	1.9
75.5	1.7
76.5	1.5
77.5	1.4
78.5	1.2
79.5	1.1
80.5	1
